year,reference_period_desc,prodn_practice_desc,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,util_practice_desc,statistic_category,description,unit,value,coeff_variation_pct
2025,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,62.0,
2024,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,71.1,
2023,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,64.0,
2022,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,79.1,
2021,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,76.4,
2025,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,74.9,
2024,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,79.6,
2023,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,72.8,
2022,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,63.4,
2021,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,71.3,
2025,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,16.9,
2024,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,11.6,
2023,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,13.3,
2022,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,16.3,
2021,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,18.3,
2025,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,20.3,
2024,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,16.4,
2023,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,26.9,
2022,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,27.8,
2021,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,19.0,
2025,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,11.1,
2024,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,10.3,
2023,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,21.5,
2022,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,19.0,
2021,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,12.6,
2025,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,19.6,
2024,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,11.6,
2023,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,12.5,
2022,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,17.8,
2021,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,13.1,
2025,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,9.5,
2024,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,6.9,
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,10.8,
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,15.8,
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,7.6,
2025,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,17.8,
2024,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,12.2,
2023,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,12.7,
2022,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,19.2,
2021,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,13.2,
2025,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,19.4,
2024,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,29.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,21.7,
2022,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,24.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,15.8,
2025,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,14.3,
2024,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,7.0,
2023,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,16.7,
2022,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,8.2,
2021,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,12.6,
2025,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,30.0,
2024,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,21.2,
2023,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,28.0,
2022,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,10.4,
2021,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,14.5,
2025,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,17.9,
2024,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,17.2,
2023,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,24.3,
2022,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,31.0,
2021,YEAR,ALL PRODUCTION PRACTICES,WISCONSIN,WI,55,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,22.7,
2025,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2024,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2023,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2022,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.6,
2021,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2025,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2024,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2023,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2022,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2021,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2025,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2024,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.7,
2023,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.7,
2022,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2021,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.8,
2025,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.8,
2024,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.4,
2023,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,2.5,
2022,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2021,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.9,
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,2.5,
2022,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,2.6,
2021,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.3,
2025,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,6.8,
2024,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,2.4,
2023,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,5.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,7.8,
2021,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,14.2,
2025,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.4,
2024,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.2,
2023,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.0,
2022,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2021,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.1,
2025,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2024,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,0.0,
2023,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,2.0,
2022,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,2.1,
2021,YEAR,ALL PRODUCTION PRACTICES,SOUTH DAKOTA,SD,46,,,STATE,CORN,ALL CLASSES,GRAIN,AREA PLANTED,"CORN, GRAIN - AREA PLANTED, MEASURED IN PCT BY SIZE GROUP",PCT BY SIZE GROUP,1.8,
